Olink ID*	UniProt ID	Protein name	Gene name
OID41739	P56715	Oxygen-regulated protein 1	RP1
OID41740	Q2QD12	Ribulose-phosphate 3-epimerase-like protein 1	RPEL1
OID41741	Q9H9Y2	Ribosome production factor 1	RPF1
OID41742	Q68CZ1	Protein fantom	RPGRIP1L
OID41743	Q9UNE2	Rab effector Noc2	RPH3AL
OID41744	P78346	Ribonuclease P protein subunit p30	RPP30
OID41745	Q96P16	Regulation of nuclear pre-mRNA domain-containing protein 1A	RPRD1A
OID41746	P25398	40S ribosomal protein S12	RPS12
OID41747	Q9NYV6	RNA polymerase I-specific transcription initiation factor RRN3	RRN3
OID41749	Q8WXG1	Radical S-adenosyl methionine domain-containing protein 2	RSAD2
OID41750	Q5TD94	Radial spoke head protein 4 homolog A	RSPH4A
OID41751	Q96IZ7	Serine/Arginine-related protein 53	RSRC1
OID41752	Q9BUV0	Arginine/serine-rich protein 1	RSRP1
OID41753	Q9BY42	Replication termination factor 2	RTF2
OID41754	Q86UN3	Reticulon-4 receptor-like 2	RTN4RL2
OID41755	Q96DX8	Receptor-transporting protein 4	RTP4
OID41756	Q9H714	Protein associated with UVRAG as autophagy enhancer	RUBCNL
OID41757	Q59EK9	RUN domain-containing protein 3A	RUNDC3A
OID41758	Q9BVN2	AP-4 complex accessory subunit RUSC1	RUSC1
OID41759	Q9Y3V2	RWD domain-containing protein 3	RWDD3
OID41760	P34925	Tyrosine-protein kinase RYK	RYK
OID41761	P33763	Protein S100-A5	S100A5
OID41762	Q8WXG8	Protein S100-Z	S100Z
OID41763	Q9UJQ4	Sal-like protein 4	SALL4
OID41764	Q8N8I0	Sterile alpha motif domain-containing protein 12	SAMD12
OID41765	Q5VXD3	Sterile alpha motif domain-containing protein 13	SAMD13
OID41766	Q96LT4	Sphingomyelin synthase-related protein 1	SAMD8
OID41767	Q6NSI8	SANT and BTB domain regulator of class switch recombination	SANBR
OID41768	Q9Y3A5	Ribosome maturation protein SBDS	SBDS
OID41769	Q86WG5	Myotubularin-related protein 13	SBF2
OID41770	Q8IX30	Signal peptide, CUB and EGF-like domain-containing protein 3	SCUBE3
OID41771	P31040	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SDHA
OID41772	Q9NRP4	Succinate dehydrogenase assembly factor 3, mitochondrial	SDHAF3
OID41773	Q5VUM1	Succinate dehydrogenase assembly factor 4, mitochondrial	SDHAF4
OID41774	Q8N3Y7	Epidermal retinol dehydrogenase 2	SDR16C5
OID41775	Q96GA7	Serine dehydratase-like	SDSL
OID41776	P55735	Protein SEC13 homolog	SEC13
OID41777	O76054	SEC14-like protein 2	SEC14L2
OID41778	Q9H3T3	Semaphorin-6B	SEMA6B
OID41779	Q9HC62	Sentrin-specific protease 2	SENP2
OID41780	Q96LD8	Sentrin-specific protease 8	SENP8
OID41781	Q9P0V9	Septin-10	SEPTIN10
OID41782	Q6ZU15	Septin-14	SEPTIN14
OID41783	O75920	Small EDRK-rich factor 1	SERF1A_SERF1B
OID41784	Q9UHV2	SERTA domain-containing protein 1	SERTAD1
OID41785	Q9NUC0	SERTA domain-containing protein 4	SERTAD4
OID41786	Q86VW0	SEC14 domain and spectrin repeat-containing protein 1	SESTD1
OID41787	Q9Y6X0	SET-binding protein	SETBP1
OID41788	Q9C0A6	Histone-lysine N-methyltransferase SETD5	SETD5
OID41789	Q13326	Gamma-sarcoglycan	SGCG
OID41790	Q5SQS7	SH2 domain-containing protein 4B	SH2D4B
OID41791	A6NKC9	SH2 domain-containing protein 7	SH2D7
OID41792	A4FU49	SH3 domain-containing protein 21	SH3D21
OID41793	Q99961	Endophilin-A2	SH3GL1
OID41794	Q9Y566	SH3 and multiple ankyrin repeat domains protein 1	SHANK1
OID41795	Q5VXU9	Protein shortage in chiasmata 1 ortholog	SHOC1
OID41796	O15266	Short stature homeobox protein	SHOX
OID41797	O60902	Short stature homeobox protein 2	SHOX2
OID41798	Q2M3G4	Protein Shroom1	SHROOM1
OID41799	Q13796	Protein Shroom2	SHROOM2
OID41800	Q8TF72	Protein Shroom3	SHROOM3
OID41801	Q9ULL8	Protein Shroom4	SHROOM4
OID41802	Q9BRV8	Suppressor of IKBKE 1	SIKE1
OID41803	P81133	Single-minded homolog 1	SIM1
OID41804	Q8NDZ2	SUMO-interacting motif-containing protein 1	SIMC1
OID41805	O75182	Paired amphipathic helix protein Sin3b	SIN3B
OID41806	Q9P1W8	Signal-regulatory protein gamma	SIRPG
OID41807	Q96BD8	Spindle and kinetochore-associated protein 1	SKA1
OID41808	P12757	Ski-like protein	SKIL
OID41809	P84550	SKI family transcriptional corepressor 1	SKOR1
OID41810	Q9BXP2	Solute carrier family 12 member 9	SLC12A9
OID41811	Q13183	Solute carrier family 13 member 2	SLC13A2
OID41812	P41440	Reduced folate transporter	SLC19A1
OID41813	Q92911	Sodium/iodide cotransporter	SLC5A5
OID41815	O94991	SLIT and NTRK-like protein 5	SLITRK5
OID41816	Q5VYV7	Protein SLX4IP	SLX4IP
OID41817	P28370	Probable global transcription activator SNF2L1	SMARCA1
OID41818	P51532	Transcription activator BRG1	SMARCA4
OID41819	Q9NTJ3	Structural maintenance of chromosomes protein 4	SMC4
OID41820	A6NFE2	Single-pass membrane and coiled-coil domain-containing protein 2	SMCO2
OID41821	A2RU48	Single-pass membrane and coiled-coil domain-containing protein 3	SMCO3
OID41822	Q9NWM0	Spermine oxidase	SMOX
OID41823	Q9HCE7	E3 ubiquitin-protein ligase SMURF1	SMURF1
OID41824	Q9H7B4	Histone-lysine N-methyltransferase SMYD3	SMYD3
OID41825	O60641	Clathrin coat assembly protein AP180	SNAP91
OID41826	Q9Y6H5	Synphilin-1	SNCAIP
OID41827	Q9NRH2	SNF-related serine/threonine-protein kinase	SNRK
OID41828	P62316	Small nuclear ribonucleoprotein Sm D2	SNRPD2
OID41829	Q92543	Sorting nexin-19	SNX19
OID41830	Q9NX45	Spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 2	SOHLH2
OID41831	Q8WY21	VPS10 domain-containing receptor SorCS1	SORCS1
OID41832	Q9UPU3	VPS10 domain-containing receptor SorCS3	SORCS3
OID41833	A6NEL2	Ankyrin repeat domain-containing protein SOWAHB	SOWAHB
OID41834	Q9UN79	Transcription factor SOX-13	SOX13
OID41835	O94993	Transcription factor SOX-30	SOX30
OID41836	Q06945	Transcription factor SOX-4	SOX4
OID41837	P57073	Transcription factor SOX-8	SOX8
OID41838	Q13342	Nuclear body protein SP140	SP140
OID41839	Q02447	Transcription factor Sp3	SP3
OID41840	Q8TDD2	Transcription factor Sp7	SP7
OID41841	Q8N0X2	Sperm-associated antigen 16 protein	SPAG16
OID41842	Q96R06	Sperm-associated antigen 5	SPAG5
OID41843	O75391	Sperm-associated antigen 7	SPAG7
OID41844	Q99932	Sperm-associated antigen 8	SPAG8
OID41845	Q9NS25	Sperm protein associated with the nucleus on the X chromosome B1	SPANXB1
OID41846	Q5VX52	Spermatogenesis-associated protein 1	SPATA1
OID41847	Q7Z572	Spermatogenesis-associated protein 21	SPATA21
OID41848	Q8NHX4	Spermatogenesis-associated protein 3	SPATA3
OID41849	Q8NB90	Ribosome biogenesis protein SPATA5	AFG2A
OID41850	Q8N4H0	Spermatogenesis associated 6-like protein	SPATA6L
OID41851	Q9P0W8	Spermatogenesis-associated protein 7	SPATA7
OID41852	Q76KD6	Speriolin	SPATC1
OID41853	Q496A3	Spermatogenesis-associated serine-rich protein 1	SPATS1
OID41854	Q96EA4	Protein Spindly	SPDL1
OID41855	Q9Y4P9	Sperm flagellar protein 1	SPEF1
OID41856	Q96T58	Msx2-interacting protein	SPEN
OID41857	P16150	Leukosialin	SPN
OID41858	Q5T280	Putative methyltransferase C9orf114	SPOUT1
OID41859	Q9H040	DNA-dependent metalloprotease SPRTN	SPRTN
OID41860	Q9H254	Spectrin beta chain, non-erythrocytic 4	SPTBN4
OID41861	Q9NRC6	Spectrin beta chain, non-erythrocytic 5	SPTBN5
OID41862	Q8N5C6	S1 RNA-binding domain-containing protein 1	SRBD1
OID41863	Q8NEF9	Serum response factor-binding protein 1	SRFBP1
OID41864	O43295	SLIT-ROBO Rho GTPase-activating protein 3	SRGAP3
OID41865	P08240	Signal recognition particle receptor subunit alpha	SRPRA
OID41866	Q9Y5M8	Signal recognition particle receptor subunit beta	SRPRB
OID41867	Q9BXP5	Serrate RNA effector molecule homolog	SRRT
OID41868	Q05066	Sex-determining region Y protein	SRY
OID41869	Q76I76	Protein phosphatase Slingshot homolog 2	SSH2
OID41870	P43307	Translocon-associated protein subunit alpha	SSR1
OID41871	P32745	Somatostatin receptor type 3	SSTR3
OID41872	Q9Y2M2	Protein SSUH2 homolog	SSUH2
OID41873	O60225	Protein SSX5	SSX5
OID41874	Q8NFI4	Putative protein FAM10A5	ST13P5
OID41875	Q8WVM7	Cohesin subunit SA-1	STAG1
OID41876	Q9UJ98	Cohesin subunit SA-3	STAG3
OID41877	O75886	Signal transducing adapter molecule 2	STAM2
OID41878	P49675	Steroidogenic acute regulatory protein, mitochondrial	STAR
OID41879	Q9Y365	START domain-containing protein 10	STARD10
OID41880	Q9Y3M8	StAR-related lipid transfer protein 13	STARD13
OID41881	Q14849	StAR-related lipid transfer protein 3	STARD3
OID41882	Q92502	StAR-related lipid transfer protein 8	STARD8
OID41883	Q8N1F8	Serine/threonine-protein kinase 11-interacting protein	STK11IP
OID41884	Q9UEE5	Serine/threonine-protein kinase 17A	STK17A
OID41885	Q9P289	Serine/threonine-protein kinase 26	STK26
OID41886	Q86UX6	Serine/threonine-protein kinase 32C	STK32C
OID41887	Q9BYT3	Serine/threonine-protein kinase 33	STK33
OID41888	Q9NRP7	Serine/threonine-protein kinase 36	STK36
OID41889	Q9UEW8	STE20/SPS1-related proline-alanine-rich protein kinase	STK39
OID41890	Q9H169	Stathmin-4	STMN4
OID41891	Q9P2F5	Storkhead-box protein 2	STOX2
OID41892	Q5TH74	O(6)-methylguanine-induced apoptosis 2	STPG1
OID41893	P56962	Syntaxin-17	STX17
OID41894	Q9P2R7	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	SUCLA2
OID41895	Q8IWU5	Extracellular sulfatase Sulf-2	SULF2
OID41896	P63165	Small ubiquitin-related modifier 1	SUMO1
OID41897	Q8NEM7	Transcription factor SPT20 homolog	SUPT20H
OID41898	Q8IZU3	Synaptonemal complex protein 3	SYCP3
OID41899	P43405	Tyrosine-protein kinase SYK	SYK
OID41900	Q6ZMZ3	Nesprin-3	SYNE3
OID41901	Q8IYJ3	Synaptotagmin-like protein 1	SYTL1
OID41902	Q9HCH5	Synaptotagmin-like protein 2	SYTL2
OID41903	O95359	Transforming acidic coiled-coil-containing protein 2	TACC2
OID41904	Q15544	Transcription initiation factor TFIID subunit 11	TAF11
OID41905	Q7Z5A9	Chemokine-like protein TAFA-1	TAFA1
OID41906	Q7Z5A8	Chemokine-like protein TAFA-3	TAFA3
OID41907	Q9C0D5	Protein TANC1	TANC1
OID41908	Q13148	TAR DNA-binding protein 43	TARDBP
OID41909	A2RTX5	Threonine--tRNA ligase 2, cytoplasmic	TARS3
OID41910	Q9NVG8	TBC1 domain family member 13	TBC1D13
OID41911	Q9NU19	TBC1 domain family member 22B	TBC1D22B
OID41912	Q2M2D7	TBC1 domain family member 28	TBC1D28
OID41913	Q96DN5	TBC1 domain family member 31	TBC1D31
OID41914	Q96NH3	Protein broad-minded	TBC1D32
OID41915	Q13207	T-box transcription factor TBX2	TBX2
OID41916	Q15560	Transcription elongation factor A protein 2	TCEA2
OID41917	Q15170	Transcription elongation factor A protein-like 1	TCEAL1
OID41918	Q9BQ70	Transcription factor 25	TCF25
OID41919	Q07283	Trichohyalin	TCHH
OID41920	Q5QJ38	Trichohyalin-like protein 1	TCHHL1
OID41921	Q9BT92	Trichoplein keratin filament-binding protein	TCHP
OID41922	O95988	T-cell leukemia/lymphoma protein 1B	TCL1B
OID41923	Q96PL2	Beta-tectorin	TECTB
OID41924	Q7L2K0	Tubulin epsilon and delta complex protein 2	TEDC2
OID41925	Q969V4	Tektin-1	TEKT1
OID41926	Q9BXF9	Tektin-3	TEKT3
OID41927	Q8IYF3	Testis-expressed protein 11	TEX11
OID41928	Q9BXU0	Testis-expressed protein 12	TEX12
OID41929	Q9BXU3	Testis-expressed protein 13A	TEX13A
OID41930	Q53QW1	Testis-expressed protein 44	TEX44
OID41931	Q8N6V9	Testis-expressed protein 9	TEX9
OID41932	Q5H9I0	Transcription factor Dp family member 3	TFDP3
OID41933	P19484	Transcription factor EB	TFEB
OID41934	Q96RS0	Trimethylguanosine synthase	TGS1
OID41935	Q8WY91	Peroxynitrite isomerase THAP4	THAP4
OID41936	Q9UPZ6	Thrombospondin type-1 domain-containing protein 7A	THSD7A
OID41937	P31314	T-cell leukemia homeobox protein 1	TLX1
OID41938	A2VDJ0	Transmembrane protein 131-like	TMEM131L
OID41939	Q9NZR1	Tropomodulin-2	TMOD2
OID41940	Q9UPQ9	Trinucleotide repeat-containing gene 6B protein	TNRC6B
OID41941	Q9Y4F4	TOG array regulator of axonemal microtubules protein 1	TOGARAM1
OID41942	Q15785	Mitochondrial import receptor subunit TOM34	TOMM34
OID41943	Q13625	Apoptosis-stimulating of p53 protein 2	TP53BP2
OID41944	Q96J77	Tumor protein D55	TPD52L3
OID41945	Q68CL5	Tubulin polyglutamylase complex subunit 2	TPGS2
OID41946	Q9ULW0	Targeting protein for Xklp2	TPX2
OID41947	O14545	TRAF-type zinc finger domain-containing protein 1	TRAFD1
OID41948	Q96PN7	Transcriptional-regulating factor 1	TRERF1
OID41949	Q14142	Tripartite motif-containing protein 14	TRIM14
OID41950	Q8WV44	E3 ubiquitin-protein ligase TRIM41	TRIM41
OID41951	Q96LD4	E3 ubiquitin-protein ligase TRIM47	TRIM47
OID41952	Q9BYV2	Tripartite motif-containing protein 54	TRIM54
OID41953	Q495X7	Tripartite motif-containing protein 60	TRIM60
OID41954	Q9H2D6	TRIO and F-actin-binding protein	TRIOBP
OID41955	Q15642	Cdc42-interacting protein 4	TRIP10
OID41956	Q15645	Pachytene checkpoint protein 2 homolog	TRIP13
OID41957	Q9P272	Probable tRNA methyltransferase 9B	TRMT9B
OID41958	Q8TEL6	Short transient receptor potential channel 4-associated protein	TRPC4AP
OID41959	A6NMA1	Putative uncharacterized protein TRPC5OS	TRPC5OS
OID41960	Q8NER1	Transient receptor potential cation channel subfamily V member 1	TRPV1
OID41961	Q99576	TSC22 domain family protein 3	TSC22D3
OID41962	Q9BZW7	Testis-specific gene 10 protein	TSGA10
OID41963	Q9NRE2	Teashirt homolog 2	TSHZ2
OID41964	O95857	Tetraspanin-13	TSPAN13
OID41965	O95153	Peripheral-type benzodiazepine receptor-associated protein 1	TSPOAP1
OID41966	P0CV98_P0CW01	Testis-specific Y-encoded protein 3/10	TSPY3_TSPY10
OID41967	Q86VY4	Testis-specific Y-encoded-like protein 5	TSPYL5
OID41968	Q9Y5U2	Protein TSSC4	TSSC4
OID41969	Q9H892	Tetratricopeptide repeat protein 12	TTC12
OID41970	Q96N46	Tetratricopeptide repeat protein 14	TTC14
OID41971	Q8NEE8	Tetratricopeptide repeat protein 16	TTC16
OID41972	Q8NDW8	Tetratricopeptide repeat protein 21A	TTC21A
OID41973	Q8N0Z6	Tetratricopeptide repeat protein 5	TTC5
OID41974	Q14679	Tubulin monoglutamylase TTLL4	TTLL4
OID41975	Q9BQE3	Tubulin alpha-1C chain	TUBA1C
OID41976	Q9NRH3	Tubulin gamma-2 chain	TUBG2
OID41977	Q9NRJ4	Tubby-related protein 4	TULP4
OID41978	Q96RR1	Twinkle mtDNA helicase	TWNK
OID41979	Q9BZA5	Putative gamma-taxilin 2	TXLNGY
OID41980	Q6F5E7	Putative uncharacterized protein TXNRD3NB	TXNRD3NB
OID41981	Q9NV66	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase TYW1	TYW1
OID41982	A2RUC4	tRNA wybutosine-synthesizing protein 5	TYW5
OID41983	P22314	Ubiquitin-like modifier-activating enzyme 1	UBA1
OID41984	Q5T6F2	Ubiquitin-associated protein 2	UBAP2
OID41985	P57075	Ubiquitin-associated and SH3 domain-containing protein A	UBASH3A
OID41986	P62837	Ubiquitin-conjugating enzyme E2 D2	UBE2D2
OID41987	O95155	Ubiquitin conjugation factor E4 B	UBE4B
OID41988	O94941	RING finger protein 37	UBOX5
OID41989	Q8IYU4	Ubiquilin-like protein	UBQLNL
OID41990	Q8IWV8	E3 ubiquitin-protein ligase UBR2	UBR2
OID41991	Q5T124	UBX domain-containing protein 11	UBXN11
OID41992	Q9BZV1	UBX domain-containing protein 6	UBXN6
OID41993	Q8WVF2	Unique cartilage matrix-associated protein	UCMA
OID41994	Q8IYT8	Serine/threonine-protein kinase ULK2	ULK2
OID41995	Q96C45	Serine/threonine-protein kinase ULK4	ULK4
OID41996	Q9H3U1	Protein unc-45 homolog A	UNC45A
OID41997	Q9H9P5	Putative E3 ubiquitin-protein ligase UNKL	UNKL
OID41998	Q9BRT2	Ubiquinol-cytochrome-c reductase complex assembly factor 2	UQCC2
OID41999	A6NGE7	Putative 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	URAD
OID42000	Q9Y6N9	Harmonin	USH1C
OID42001	Q495M9	pre-mRNA splicing regulator USH1G	USH1G
OID42002	Q70CQ4	Ubiquitin carboxyl-terminal hydrolase 31	USP31
OID42003	Q8TEY7	Ubiquitin carboxyl-terminal hydrolase 33	USP33
OID42004	Q70CQ2	Ubiquitin carboxyl-terminal hydrolase 34	USP34
OID42005	Q86T82	Ubiquitin carboxyl-terminal hydrolase 37	USP37
OID42006	Q93008	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	USP9X
OID42007	O75379	Vesicle-associated membrane protein 4	VAMP4
OID42008	Q5SQQ9	Ventral anterior homeobox 1	VAX1
OID42009	Q9UIW0	Ventral anterior homeobox 2	VAX2
OID42010	P09327	Villin-1	VIL1
OID42011	P08670	Vimentin	VIM
OID42012	Q9H269	Vacuolar protein sorting-associated protein 16 homolog	VPS16
OID42013	Q9P1Q0	Vacuolar protein sorting-associated protein 54	VPS54
OID42014	Q99986	Serine/threonine-protein kinase VRK1	VRK1
OID42015	Q8IV63	Inactive serine/threonine-protein kinase VRK3	VRK3
OID42016	Q8IW00	V-set and transmembrane domain-containing protein 4	VSTM4
OID42017	Q6ICG8	Postacrosomal sheath WW domain-binding protein	WBP2NL
OID42018	Q9H6R7	WD repeat and coiled-coil-containing protein	WDCP
OID42019	O75717	WD repeat and HMG-box DNA-binding protein 1	WDHD1
OID42020	Q8TBZ3	WD repeat-containing protein 20	WDR20
OID42021	Q96S15	GATOR complex protein WDR24	WDR24
OID42022	Q7Z5U6	WD repeat-containing protein 53	WDR53
OID42023	Q9NW82	WD repeat-containing protein 70	WDR70
OID42024	Q8IUB2	WAP four-disulfide core domain protein 3	WFDC3
OID42025	Q9BYP7	Serine/threonine-protein kinase WNK3	WNK3
OID42026	Q9UBV4	Protein Wnt-16	WNT16
OID42027	Q14191	Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN	WRN
OID42028	Q8IX03	Protein KIBRA	WWC1
OID42029	Q6AWC2	Protein WWC2	WWC2
OID42030	Q9H0M0	NEDD4-like E3 ubiquitin-protein ligase WWP1	WWP1
OID42031	A4UGR9	Xin actin-binding repeat-containing protein 2	XIRP2
OID42032	P18887	DNA repair protein XRCC1	XRCC1
OID42033	O43543	DNA repair protein XRCC2	XRCC2
OID42034	Q9Y2T7	Y-box-binding protein 2	YBX2
OID42035	P13994	Probable splicing factor YJU2B	YJU2B
OID42036	O15498	Synaptobrevin homolog YKT6	YKT6
OID42037	Q9H869	YY1-associated protein 1	YY1AP1
OID42038	O15391	Transcription factor YY2	YY2
OID42039	O75132	Zinc finger BED domain-containing protein 4	ZBED4
OID42040	O43167	Zinc finger and BTB domain-containing protein 24	ZBTB24
OID42041	Q9Y2Y4	Zinc finger and BTB domain-containing protein 32	ZBTB32
OID42042	P10074	Telomere zinc finger-associated protein	ZBTB48
OID42043	Q6ZSB9	Zinc finger and BTB domain-containing protein 49	ZBTB49
OID42044	O15156	Zinc finger and BTB domain-containing protein 7B	ZBTB7B
OID42045	A1YPR0	Zinc finger and BTB domain-containing protein 7C	ZBTB7C
OID42046	A2A288	Probable ribonuclease ZC3H12D	ZC3H12D
OID42047	P61129	Zinc finger CCCH domain-containing protein 6	ZC3H6
OID42048	P0CG32	Zinc finger CCHC domain-containing protein 18	ZCCHC18
OID42049	Q9C0B9	Zinc finger CCHC domain-containing protein 2	ZCCHC2
OID42050	Q9H8U3	AN1-type zinc finger protein 3	ZFAND3
OID42051	P17010	Zinc finger X-chromosomal protein	ZFX
OID42052	Q7Z3T8	Zinc finger FYVE domain-containing protein 16	ZFYVE16
OID42053	O95405	Zinc finger FYVE domain-containing protein 9	ZFYVE9
OID42054	O60481	Zinc finger protein ZIC 3	ZIC3
OID42055	Q9HA38	Zinc finger matrin-type protein 3	ZMAT3
OID42056	Q15326	Zinc finger MYND domain-containing protein 11	ZMYND11
OID42057	Q9Y473	Zinc finger protein 175	ZNF175
OID42058	O95125	Zinc finger protein 202	ZNF202
OID42059	O75362	Zinc finger protein 217	ZNF217
OID42060	O43296	Zinc finger protein 264	ZNF264
OID42061	Q9UDV7	Zinc finger protein 282	ZNF282
OID42062	P13682	Zinc finger protein 35	ZNF35
OID42063	Q96PM9	Zinc finger protein 385A	ZNF385A
OID42064	Q569K4	Zinc finger protein 385B	ZNF385B
OID42065	Q53GI3	Zinc finger protein 394	ZNF394
OID42066	Q8NF99	Zinc finger protein 397	ZNF397
OID42067	Q9ULD9	Zinc finger protein 608	ZNF608
OID42068	Q8N1G0	Zinc finger protein 687	ZNF687
OID42069	Q6NUN9	Zinc finger protein 746	ZNF746
OID42070	Q96N20	Zinc finger protein 75A	ZNF75A
OID42071	Q5JPB2	Zinc finger protein 831	ZNF831
OID42072	A8K0R7	Zinc finger protein 839	ZNF839
OID42073	Q8IUF1	Zinc-regulated GTPase metalloprotein activator 1B	ZNG1B
OID42074	Q9UGI0	Ubiquitin thioesterase ZRANB1	ZRANB1
OID42075	Q5FWF4	DNA annealing helicase and endonuclease ZRANB3	ZRANB3
OID42076	Q15696	U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2	ZRSR2
OID42077	Q9Y5A6	Zinc finger and SCAN domain-containing protein 21	ZSCAN21
OID42078	Q96LW9	Zinc finger and SCAN domain-containing protein 31	ZSCAN31
OID42079	Q96MP5	Zinc finger SWIM domain-containing protein 3	ZSWIM3
OID42080	Q9BZC7	ATP-binding cassette sub-family A member 2	ABCA2
OID42081	Q15018	BRISC complex subunit Abraxas 2	ABRAXAS2
OID42082	P09110	3-ketoacyl-CoA thiolase, peroxisomal	ACAA1
OID42083	P11310	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADM
OID42084	P15309	Prostatic acid phosphatase	ACP3
OID42085	P33121	Long-chain-fatty-acid--CoA ligase 1	ACSL1
OID42086	P63267	Actin, gamma-enteric smooth muscle	ACTG2
OID42087	O43707	Alpha-actinin-4	ACTN4
OID42088	Q96HD9	N-acyl-aromatic-L-amino acid amidohydrolase	ACY3
OID42089	O43184	Disintegrin and metalloproteinase domain-containing protein 12	ADAM12
OID42090	O75173	A disintegrin and metalloproteinase with thrombospondin motifs 4	ADAMTS4
OID42091	P41586	Pituitary adenylate cyclase-activating polypeptide type I receptor	ADCYAP1R1
OID42092	Q86Y34	Adhesion G protein-coupled receptor G3	ADGRG3
OID42093	Q8WXG9	Adhesion G-protein coupled receptor V1	ADGRV1
OID42094	Q9BV57	Acireductone dioxygenase	ADI1
OID42095	P08913	Alpha-2A adrenergic receptor	ADRA2A
OID42096	Q8N4X5	Actin filament-associated protein 1-like 2	AFAP1L2
OID42097	Q96P47	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3	AGAP3
OID42098	Q8TD06	Anterior gradient protein 3	AGR3
OID42099	Q96BJ3	Axin interactor, dorsalization-associated protein	AIDA
OID42100	P55008	Allograft inflammatory factor 1	AIF1
OID42101	Q9UKA4	A-kinase anchor protein 11	AKAP11
OID42102	Q5T1N1	Protein AKNAD1	AKNAD1
OID42103	P15121	Aldo-keto reductase family 1 member B1	AKR1B1
OID42104	O60218	Aldo-keto reductase family 1 member B10	AKR1B10
OID42105	P17516	Aldo-keto reductase family 1 member C4	AKR1C4
OID42106	Q8NHP1	Aflatoxin B1 aldehyde reductase member 4	AKR7L
OID42107	Q9Y243	RAC-gamma serine/threonine-protein kinase	AKT3
OID42108	P49189	4-trimethylaminobutyraldehyde dehydrogenase	ALDH9A1
OID42109	Q8TCU4	Centrosome-associated protein ALMS1	ALMS1
